Order ID,Customer Name,Category,Sub Category,City,Sales,Profit
OD1065,Sheeba,Oil & Masala,Spices,Trichy,1495,343.85
OD1066,Surya,Fruits & Veggies,Organic Fruits,Virudhunagar,1939,135.73
OD1067,Sundar,Fruits & Veggies,Organic Vegetables,Pudukottai,1948,642.84
OD1068,Ram,Fruits & Veggies,Organic Vegetables,Dharmapuri,619,229.03
OD1069,Malik,Oil & Masala,Masalas,Krishnagiri,525,157.5
OD1070,Ganesh,Bakery,Breads & Buns,Ooty,784,266.56
OD1071,Peer,Food Grains,Organic Staples,Karur,2123,148.61
OD1072,Roshan,"Eggs, Meat & Fish",Mutton,Dindigul,1656,629.28
OD1073,Willams,Bakery,Cakes,Vellore,967,251.42
OD1074,Amy,Beverages,Health Drinks,Salem,1137,466.17
OD1075,Sudha,Beverages,Health Drinks,Coimbatore,1596,526.68
OD1076,Sheeba,Oil & Masala,Masalas,Bodi,722,259.92
OD1077,Shree,Food Grains,Dals & Pulses,Theni,1419,85.14
OD1078,Anu,Oil & Masala,Masalas,Trichy,900,405
OD1079,Vinne,Fruits & Veggies,Fresh Vegetables,Karur,2097,880.74
OD1080,Shah,Bakery,Biscuits,Perambalur,589,170.81
OD1081,Adavan,Bakery,Cakes,Chennai,1069,288.63
OD1082,Ridhesh,Beverages,Soft Drinks,Tirunelveli,1216,231.04
OD1083,Yadav,Food Grains,Atta & Flour,Tenkasi,859,180.39
OD1084,Ridhesh,Oil & Masala,Edible Oil & Ghee,Tenkasi,2301,161.07
OD1085,Hafiz,Bakery,Biscuits,Karur,805,193.2
OD1086,Ganesh,"Eggs, Meat & Fish",Fish,Cumbum,2021,848.82
OD1087,Sudeep,Snacks,Cookies,Dindigul,1364,95.48
OD1088,Vince,Beverages,Soft Drinks,Namakkal,1032,206.4
OD1089,Aditi,"Eggs, Meat & Fish",Fish,Salem,2388,597
OD1090,Roshan,Bakery,Cakes,Chennai,924,120.12
OD1091,Esther,Fruits & Veggies,Fresh Fruits,Karur,615,221.4
OD1092,Harish,Oil & Masala,Masalas,Chennai,1085,455.7
OD1093,Roshan,Oil & Masala,Edible Oil & Ghee,Theni,2151,795.87
OD1094,Sharon,"Eggs, Meat & Fish",Mutton,Dharmapuri,1073,397.01
OD1095,Jackson,Snacks,Chocolates,Pudukottai,951,95.1
OD1096,Ridhesh,Food Grains,Rice,Viluppuram,745,149
OD1097,Amrish,Food Grains,Rice,Coimbatore,1850,388.5
OD1098,Akash,Beverages,Soft Drinks,Perambalur,1757,597.38
OD1099,Yusuf,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,2191,810.67
OD1100,Aditi,Oil & Masala,Masalas,Ramanadhapuram,1532,337.04
OD1101,James,Oil & Masala,Edible Oil & Ghee,Tenkasi,1423,156.53
OD1102,Arutra,Snacks,Chocolates,Tirunelveli,1673,602.28
OD1103,Surya,Fruits & Veggies,Organic Fruits,Kanyakumari,1108,409.96
OD1104,Sudeep,Beverages,Health Drinks,Trichy,1637,343.77
OD1105,Vince,Oil & Masala,Masalas,Dharmapuri,2389,238.9
OD1106,Surya,Fruits & Veggies,Organic Vegetables,Viluppuram,566,249.04
OD1107,Ravi,Snacks,Chocolates,Krishnagiri,1353,432.96
OD1108,Veena,Beverages,Soft Drinks,Virudhunagar,2410,241
OD1109,Arvind,Fruits & Veggies,Fresh Fruits,Virudhunagar,1008,372.96
OD1110,Haseena,Beverages,Health Drinks,Ramanadhapuram,1734,173.4
OD1111,Malik,Snacks,Cookies,Tirunelveli,1066,234.52
OD1112,Ramesh,Snacks,Cookies,Virudhunagar,1197,418.95
OD1113,Malik,Bakery,Cakes,Salem,758,90.96
OD1114,Adavan,Food Grains,Atta & Flour,Dindigul,2181,545.25
OD1115,Amrish,"Eggs, Meat & Fish",Eggs,Karur,1702,238.28
OD1116,Vinne,"Eggs, Meat & Fish",Chicken,Madurai,2439,1097.55
OD1117,Krithika,"Eggs, Meat & Fish",Fish,Theni,1226,294.24
OD1118,Ram,Fruits & Veggies,Organic Vegetables,Bodi,834,366.96
OD1119,Peer,Oil & Masala,Spices,Dharmapuri,1137,238.77
OD1120,Adavan,Fruits & Veggies,Organic Fruits,Kanyakumari,2102,210.2
OD1121,Sharon,"Eggs, Meat & Fish",Mutton,Karur,1820,819
OD1122,Vinne,Bakery,Biscuits,Nagercoil,1088,108.8
OD1123,Esther,Oil & Masala,Masalas,Cumbum,1555,279.9
OD1124,Ganesh,Snacks,Cookies,Coimbatore,610,54.9
OD1125,Mathew,Snacks,Chocolates,Madurai,2440,244
OD1126,Muneer,"Eggs, Meat & Fish",Mutton,Ooty,1167,198.39
OD1127,Veena,Food Grains,Atta & Flour,Kanyakumari,1234,74.04
OD1128,Suresh,Fruits & Veggies,Fresh Fruits,Kanyakumari,1389,555.6
OD1129,Ram,"Eggs, Meat & Fish",Fish,Tirunelveli,1285,385.5
OD1130,Suresh,Oil & Masala,Masalas,Namakkal,1239,322.14
OD1131,Yadav,Bakery,Breads & Buns,Dindigul,1831,109.86
OD1132,Arutra,Beverages,Soft Drinks,Karur,1605,497.55
OD1133,James,Bakery,Cakes,Cumbum,2343,328.02
OD1134,Peer,Oil & Masala,Spices,Ooty,840,67.2
OD1135,Komal,Beverages,Soft Drinks,Coimbatore,2467,888.12
OD1136,Sabeela,Snacks,Chocolates,Chennai,1004,100.4
OD1137,Komal,Fruits & Veggies,Fresh Fruits,Namakkal,617,252.97
OD1138,Sudeep,Bakery,Cakes,Perambalur,1652,710.36
OD1139,Veronica,Fruits & Veggies,Fresh Fruits,Coimbatore,732,175.68
OD1140,Hussain,Fruits & Veggies,Organic Fruits,Bodi,1231,110.79
OD1141,Kumar,"Eggs, Meat & Fish",Mutton,Salem,1586,317.2
OD1142,Ram,Oil & Masala,Masalas,Madurai,1425,384.75
OD1143,Anu,Snacks,Chocolates,Chennai,1018,274.86
OD1144,Muneer,Snacks,Noodles,Trichy,1810,307.7
OD1145,James,"Eggs, Meat & Fish",Chicken,Virudhunagar,621,111.78
OD1146,Aditi,Beverages,Health Drinks,Nagercoil,2300,805
OD1147,Yusuf,Snacks,Chocolates,Bodi,1064,457.52
OD1148,Sabeela,Fruits & Veggies,Fresh Vegetables,Dindigul,1298,64.9
OD1149,Arutra,Fruits & Veggies,Fresh Vegetables,Bodi,613,275.85
OD1150,Sundar,Bakery,Breads & Buns,Viluppuram,1857,761.37
OD1151,Vidya,Fruits & Veggies,Organic Fruits,Namakkal,1753,350.6
OD1152,Sabeela,"Eggs, Meat & Fish",Eggs,Bodi,2209,287.17
OD1153,Vinne,"Eggs, Meat & Fish",Eggs,Vellore,2126,106.3
OD1154,Rumaiza,Bakery,Breads & Buns,Theni,1154,80.78
OD1155,Peer,Bakery,Cakes,Perambalur,665,252.7
OD1156,Peer,Bakery,Cakes,Bodi,2338,116.9
OD1157,Akash,Snacks,Chocolates,Cumbum,2253,292.89
OD1158,Jonas,Fruits & Veggies,Organic Vegetables,Trichy,1082,194.76
OD1159,Vinne,Food Grains,Dals & Pulses,Viluppuram,1192,298
OD1160,Veena,Beverages,Soft Drinks,Madurai,1190,226.1
OD1161,Veena,Fruits & Veggies,Organic Fruits,Coimbatore,1405,266.95
OD1162,Ramesh,Oil & Masala,Masalas,Madurai,1603,721.35
OD1163,Arvind,Food Grains,Atta & Flour,Chennai,1996,658.68
OD1164,Komal,Beverages,Soft Drinks,Coimbatore,940,347.8
OD1165,Vidya,Fruits & Veggies,Fresh Fruits,Viluppuram,1621,713.24
OD1166,Sharon,Beverages,Health Drinks,Ooty,2329,558.96
OD1167,Jonas,Food Grains,Rice,Madurai,547,164.1
OD1168,Vince,"Eggs, Meat & Fish",Fish,Vellore,1821,327.78
OD1169,Harish,"Eggs, Meat & Fish",Eggs,Karur,1717,669.63
OD1170,Komal,Oil & Masala,Masalas,Ooty,1231,258.51
OD1171,Rumaiza,Beverages,Health Drinks,Karur,1055,94.95
OD1172,Vidya,Snacks,Cookies,Tirunelveli,2274,977.82
OD1173,Aditi,Food Grains,Organic Staples,Dindigul,683,293.69
OD1174,Suresh,Food Grains,Organic Staples,Chennai,1365,163.8
OD1175,Sharon,Oil & Masala,Masalas,Ramanadhapuram,1588,428.76
OD1176,Ravi,Bakery,Cakes,Ramanadhapuram,1743,610.05
OD1177,Shah,Beverages,Health Drinks,Dharmapuri,855,111.15
OD1178,Esther,Snacks,Noodles,Namakkal,1073,107.3
OD1179,Arutra,"Eggs, Meat & Fish",Eggs,Trichy,1940,232.8
OD1180,Muneer,Oil & Masala,Edible Oil & Ghee,Ooty,1238,321.88
OD1181,Harish,Fruits & Veggies,Fresh Fruits,Dharmapuri,2338,537.74
OD1182,Arvind,"Eggs, Meat & Fish",Fish,Madurai,1919,594.89
OD1183,Krithika,Fruits & Veggies,Organic Fruits,Perambalur,2008,301.2
OD1184,Kumar,Beverages,Health Drinks,Tirunelveli,1434,616.62
OD1185,Roshan,Oil & Masala,Spices,Chennai,1139,296.14
OD1186,Vidya,"Eggs, Meat & Fish",Eggs,Ooty,1378,96.46
OD1187,Muneer,"Eggs, Meat & Fish",Fish,Perambalur,2131,277.03
OD1188,Roshan,Bakery,Cakes,Trichy,1941,718.17
OD1189,Shree,Bakery,Biscuits,Salem,1879,93.95
OD1190,Adavan,Bakery,Cakes,Bodi,1770,88.5
OD1191,Ganesh,Snacks,Noodles,Chennai,613,49.04
OD1192,James,Oil & Masala,Spices,Bodi,1024,81.92
OD1193,Arutra,Oil & Masala,Edible Oil & Ghee,Coimbatore,1894,473.5
OD1194,Veronica,Fruits & Veggies,Fresh Vegetables,Cumbum,723,65.07
OD1195,Haseena,Beverages,Health Drinks,Bodi,1033,351.22
OD1196,Sudeep,Oil & Masala,Masalas,Theni,2264,226.4
OD1197,Jonas,Oil & Masala,Spices,Ramanadhapuram,1574,94.44
OD1198,Surya,Snacks,Chocolates,Cumbum,2292,252.12
OD1199,Peer,Food Grains,Atta & Flour,Karur,560,50.4
OD1200,Kumar,Fruits & Veggies,Fresh Vegetables,Theni,1229,405.57
OD1201,Hafiz,Food Grains,Atta & Flour,Tirunelveli,2409,505.89
OD1202,Sharon,Fruits & Veggies,Fresh Fruits,Virudhunagar,2338,116.9
OD1203,Anu,Snacks,Chocolates,Tirunelveli,505,45.45
OD1204,Willams,"Eggs, Meat & Fish",Fish,Madurai,775,341
OD1205,Sharon,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,1888,415.36
OD1206,Vidya,Oil & Masala,Spices,Trichy,1170,362.7
OD1207,Mathew,Snacks,Cookies,Salem,858,77.22
OD1208,Malik,"Eggs, Meat & Fish",Mutton,Salem,1335,307.05
OD1209,Yusuf,Bakery,Biscuits,Salem,1088,446.08
OD1210,Ramesh,Beverages,Health Drinks,Ooty,2129,830.31
OD1211,Suresh,Food Grains,Atta & Flour,Krishnagiri,1120,56
OD1212,Willams,Food Grains,Rice,Nagercoil,1209,60.45
OD1213,Veena,Oil & Masala,Spices,Ooty,2146,386.28
OD1214,Verma,Beverages,Health Drinks,Viluppuram,1717,412.08
OD1215,Anu,"Eggs, Meat & Fish",Mutton,Kanyakumari,2290,938.9
OD1216,Harish,"Eggs, Meat & Fish",Fish,Tenkasi,2333,839.88
OD1217,Surya,Snacks,Chocolates,Kanyakumari,2374,997.08
OD1218,Mathew,"Eggs, Meat & Fish",Fish,Krishnagiri,601,30.05
OD1219,Shree,"Eggs, Meat & Fish",Mutton,Madurai,1224,550.8
OD1220,Amrish,Beverages,Health Drinks,Trichy,764,114.6
OD1221,Ridhesh,Snacks,Chocolates,Perambalur,2059,102.95
OD1222,Surya,Food Grains,Organic Staples,Pudukottai,2016,645.12
OD1223,Yusuf,Snacks,Chocolates,Ooty,1147,504.68
OD1224,Roshan,Oil & Masala,Edible Oil & Ghee,Vellore,1973,848.39
OD1225,Verma,Beverages,Health Drinks,Karur,2131,362.27
OD1226,Arvind,Snacks,Chocolates,Krishnagiri,2187,131.22
OD1227,Yadav,"Eggs, Meat & Fish",Mutton,Coimbatore,842,303.12
OD1228,Ganesh,Beverages,Soft Drinks,Perambalur,1008,403.2
OD1229,Arutra,"Eggs, Meat & Fish",Mutton,Namakkal,2194,153.58
OD1230,Sheeba,Oil & Masala,Edible Oil & Ghee,Vellore,2061,886.23
OD1231,Esther,Oil & Masala,Masalas,Dharmapuri,1846,406.12
OD1232,Jackson,Beverages,Soft Drinks,Chennai,1030,257.5
OD1233,Esther,Snacks,Noodles,Ooty,781,62.48
OD1234,Sharon,Fruits & Veggies,Organic Vegetables,Nagercoil,751,127.67
OD1235,Ganesh,Bakery,Cakes,Dindigul,1753,385.66
OD1236,Amrish,Fruits & Veggies,Fresh Fruits,Cumbum,1336,440.88
OD1237,Harish,Food Grains,Dals & Pulses,Trichy,1951,370.69
OD1238,Esther,Snacks,Cookies,Pudukottai,1857,501.39
OD1239,Akash,"Eggs, Meat & Fish",Eggs,Tirunelveli,1211,72.66
OD1240,James,Bakery,Biscuits,Tirunelveli,1840,257.6
OD1241,Sundar,"Eggs, Meat & Fish",Fish,Namakkal,1401,280.2
OD1242,Haseena,Bakery,Cakes,Karur,1238,544.72
OD1243,Vidya,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,725,181.25
OD1244,Vidya,Food Grains,Dals & Pulses,Tenkasi,789,181.47
OD1245,Suresh,Fruits & Veggies,Organic Vegetables,Ooty,1987,397.4
OD1246,Hussain,Snacks,Noodles,Viluppuram,598,47.84
OD1247,Ganesh,Fruits & Veggies,Fresh Fruits,Kanyakumari,1074,193.32
OD1248,Komal,"Eggs, Meat & Fish",Fish,Krishnagiri,2038,203.8
OD1249,Amy,"Eggs, Meat & Fish",Mutton,Nagercoil,856,316.72
OD1250,Ramesh,Bakery,Cakes,Trichy,976,409.92
OD1251,Sudeep,"Eggs, Meat & Fish",Mutton,Cumbum,659,144.98
OD1252,Suresh,Food Grains,Organic Staples,Karur,1530,214.2
OD1253,Ravi,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,1224,97.92
OD1254,Anu,Food Grains,Dals & Pulses,Chennai,1650,346.5
OD1255,Muneer,Beverages,Health Drinks,Vellore,1109,221.8
OD1256,Harish,Snacks,Chocolates,Salem,929,325.15
OD1257,Kumar,"Eggs, Meat & Fish",Eggs,Tenkasi,2074,601.46
OD1258,Shah,Bakery,Breads & Buns,Namakkal,1774,212.88
OD1259,Esther,Snacks,Cookies,Virudhunagar,2062,144.34
OD1260,Aditi,Beverages,Soft Drinks,Madurai,663,271.83
OD1261,Arutra,Fruits & Veggies,Organic Vegetables,Vellore,2080,145.6
OD1262,Veronica,Beverages,Soft Drinks,Tirunelveli,622,37.32
OD1263,Hussain,Fruits & Veggies,Organic Vegetables,Bodi,2087,166.96
OD1264,Peer,Snacks,Noodles,Virudhunagar,1536,245.76
OD1265,Mathew,Bakery,Cakes,Dharmapuri,767,222.43
OD1266,Amrish,"Eggs, Meat & Fish",Fish,Tenkasi,1888,320.96
OD1267,Sudeep,Bakery,Cakes,Kanyakumari,1504,300.8
OD1268,Vidya,Fruits & Veggies,Fresh Fruits,Bodi,809,137.53
OD1269,Akash,Bakery,Breads & Buns,Viluppuram,728,167.44
OD1270,Harish,Food Grains,Dals & Pulses,Ooty,737,294.8
OD1271,Hussain,Food Grains,Rice,Ramanadhapuram,1631,456.68
OD1272,Peer,"Eggs, Meat & Fish",Chicken,Salem,2036,101.8
OD1273,Shah,Fruits & Veggies,Organic Vegetables,Dindigul,1033,392.54
OD1274,Yusuf,Oil & Masala,Edible Oil & Ghee,Viluppuram,832,158.08
OD1275,Sharon,"Eggs, Meat & Fish",Fish,Namakkal,2397,1006.74
OD1276,Ganesh,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,1659,547.47
OD1277,Komal,Bakery,Biscuits,Ramanadhapuram,959,402.78
OD1278,Kumar,Snacks,Chocolates,Perambalur,2348,469.6
OD1279,Arutra,Fruits & Veggies,Organic Fruits,Cumbum,815,244.5
OD1280,Sundar,Fruits & Veggies,Fresh Fruits,Pudukottai,2417,314.21
OD1281,Hafiz,Snacks,Cookies,Dharmapuri,1628,374.44
OD1282,Esther,Snacks,Cookies,Dharmapuri,2083,770.71
OD1283,Adavan,Snacks,Chocolates,Vellore,2201,814.37
OD1284,Haseena,Food Grains,Organic Staples,Theni,1203,168.42
OD1285,Surya,"Eggs, Meat & Fish",Fish,Dindigul,2250,922.5
OD1286,Sudha,Oil & Masala,Masalas,Coimbatore,1098,428.22
OD1287,Veronica,Food Grains,Dals & Pulses,Ooty,1717,652.46
OD1288,Kumar,Snacks,Noodles,Dindigul,1368,300.96
OD1289,Ganesh,Oil & Masala,Masalas,Virudhunagar,1296,336.96
OD1290,Kumar,Food Grains,Organic Staples,Namakkal,525,99.75
OD1291,Hafiz,"Eggs, Meat & Fish",Mutton,Trichy,635,146.05
OD1292,Esther,"Eggs, Meat & Fish",Chicken,Kanyakumari,2097,880.74
OD1293,Suresh,Fruits & Veggies,Fresh Fruits,Nagercoil,1505,346.15
OD1294,Ridhesh,Snacks,Cookies,Viluppuram,2057,143.99
OD1295,Vidya,"Eggs, Meat & Fish",Mutton,Tenkasi,1510,90.6
OD1296,Jonas,Fruits & Veggies,Organic Vegetables,Vellore,583,180.73
OD1297,Esther,Bakery,Breads & Buns,Namakkal,1189,237.8
OD1298,Verma,Fruits & Veggies,Organic Fruits,Kanyakumari,1569,156.9
OD1299,Komal,Fruits & Veggies,Fresh Fruits,Nagercoil,1503,180.36
OD1300,James,Beverages,Soft Drinks,Ramanadhapuram,2413,1085.85
OD1301,Adavan,Fruits & Veggies,Fresh Fruits,Virudhunagar,861,370.23
OD1302,Amy,Beverages,Soft Drinks,Coimbatore,2334,490.14
OD1303,Verma,Fruits & Veggies,Organic Fruits,Vellore,2306,714.86
OD1304,Yadav,Fruits & Veggies,Fresh Vegetables,Trichy,2314,647.92
OD1305,Akash,Fruits & Veggies,Organic Vegetables,Salem,2432,1094.4
OD1306,Aditi,Food Grains,Dals & Pulses,Tenkasi,2172,369.24
OD1307,Krithika,Beverages,Soft Drinks,Ramanadhapuram,2228,111.4
OD1308,Sundar,Bakery,Cakes,Perambalur,1970,374.3
OD1309,Krithika,Snacks,Cookies,Nagercoil,1510,377.5
OD1310,Harish,Beverages,Health Drinks,Dindigul,2250,495
OD1311,Verma,Bakery,Biscuits,Salem,1206,373.86
OD1312,Verma,Oil & Masala,Masalas,Cumbum,959,143.85
OD1313,Komal,Fruits & Veggies,Fresh Vegetables,Madurai,1259,302.16
OD1314,Aditi,Oil & Masala,Masalas,Madurai,1299,493.62
OD1315,Anu,Beverages,Health Drinks,Bodi,1508,316.68
OD1316,Anu,Snacks,Noodles,Krishnagiri,2041,816.4
OD1317,Ridhesh,Beverages,Health Drinks,Madurai,1102,297.54
OD1318,Roshan,Food Grains,Rice,Ramanadhapuram,1690,135.2
OD1319,Anu,Bakery,Biscuits,Dindigul,752,255.68
OD1320,Ridhesh,Beverages,Health Drinks,Tenkasi,2393,454.67
OD1321,Surya,Bakery,Biscuits,Chennai,955,429.75
OD1322,Willams,Oil & Masala,Edible Oil & Ghee,Tirunelveli,1585,190.2
OD1323,Yusuf,Oil & Masala,Edible Oil & Ghee,Karur,526,152.54
OD1324,Vinne,Snacks,Cookies,Pudukottai,1158,463.2
OD1325,Suresh,Beverages,Health Drinks,Bodi,1021,357.35
OD1326,Hussain,"Eggs, Meat & Fish",Fish,Karur,2444,513.24
OD1327,Kumar,Food Grains,Dals & Pulses,Coimbatore,1656,165.6
OD1328,Arvind,Oil & Masala,Masalas,Madurai,1710,376.2
OD1329,James,Food Grains,Rice,Kanyakumari,1497,164.67
OD1330,Willams,Oil & Masala,Masalas,Kanyakumari,1013,243.12
OD1331,Ravi,Snacks,Noodles,Madurai,1318,329.5
OD1332,Hussain,"Eggs, Meat & Fish",Chicken,Namakkal,1655,513.05
OD1333,Yadav,Bakery,Biscuits,Dindigul,951,275.79
OD1334,Jonas,Snacks,Cookies,Tirunelveli,723,122.91
OD1335,Willams,Bakery,Cakes,Karur,697,132.43
OD1336,Rumaiza,Beverages,Health Drinks,Cumbum,1161,301.86
OD1337,Kumar,Food Grains,Dals & Pulses,Namakkal,2279,592.54
OD1338,Muneer,Bakery,Biscuits,Tirunelveli,1995,778.05
OD1339,Hussain,Fruits & Veggies,Fresh Fruits,Tenkasi,623,199.36
OD1340,Roshan,Fruits & Veggies,Fresh Fruits,Dharmapuri,660,59.4
OD1341,Anu,Fruits & Veggies,Organic Vegetables,Chennai,2152,215.2
OD1342,Rumaiza,Beverages,Health Drinks,Karur,2255,473.55
OD1343,Akash,Food Grains,Dals & Pulses,Namakkal,2312,485.52
OD1344,Shree,Beverages,Health Drinks,Tenkasi,717,301.14
OD1345,Vince,Bakery,Cakes,Dindigul,1234,61.7
OD1346,Malik,Snacks,Cookies,Ooty,2487,696.36
OD1347,Amrish,Bakery,Biscuits,Krishnagiri,2223,955.89
OD1348,Vince,Bakery,Cakes,Ooty,1541,600.99
OD1349,Ridhesh,Oil & Masala,Spices,Krishnagiri,504,55.44
OD1350,James,Bakery,Breads & Buns,Namakkal,1941,756.99
OD1351,Rumaiza,"Eggs, Meat & Fish",Mutton,Karur,1758,158.22
OD1352,Verma,Bakery,Biscuits,Vellore,698,300.14
OD1353,Ravi,Fruits & Veggies,Fresh Fruits,Tirunelveli,777,209.79
OD1354,Arutra,Snacks,Cookies,Cumbum,943,235.75
OD1355,Jonas,Oil & Masala,Spices,Madurai,1195,298.75
OD1356,Roshan,"Eggs, Meat & Fish",Chicken,Krishnagiri,2230,802.8
OD1357,James,Fruits & Veggies,Organic Fruits,Nagercoil,1889,302.24
OD1358,Peer,Snacks,Cookies,Pudukottai,2424,896.88
OD1359,Verma,"Eggs, Meat & Fish",Fish,Ramanadhapuram,1710,307.8
OD1360,Shah,Food Grains,Rice,Tenkasi,2337,210.33
OD1361,Alan,"Eggs, Meat & Fish",Eggs,Vellore,1074,311.46
OD1362,Shah,Fruits & Veggies,Organic Vegetables,Coimbatore,2115,803.7
OD1363,Sudeep,Fruits & Veggies,Organic Fruits,Virudhunagar,541,27.05
OD1364,Arvind,Oil & Masala,Masalas,Dindigul,723,253.05
OD1365,Harish,Food Grains,Atta & Flour,Dindigul,1261,226.98
OD1366,Suresh,Food Grains,Atta & Flour,Madurai,2359,518.98
OD1367,Ravi,"Eggs, Meat & Fish",Fish,Salem,1385,110.8
OD1368,Mathew,Beverages,Health Drinks,Virudhunagar,1388,471.92
OD1369,Malik,Snacks,Cookies,Perambalur,563,95.71
OD1370,Roshan,Food Grains,Atta & Flour,Kanyakumari,1063,95.67
OD1371,Shah,Food Grains,Rice,Bodi,2331,1025.64
OD1372,Sabeela,Bakery,Biscuits,Namakkal,2159,734.06
OD1373,Vidya,"Eggs, Meat & Fish",Mutton,Bodi,1299,389.7
OD1374,Hussain,Food Grains,Atta & Flour,Namakkal,1395,571.95
OD1375,Amrish,Oil & Masala,Masalas,Madurai,799,263.67
OD1376,Suresh,Fruits & Veggies,Fresh Vegetables,Dindigul,2033,162.64
OD1377,Rumaiza,Oil & Masala,Edible Oil & Ghee,Dharmapuri,500,220
OD1378,Peer,Oil & Masala,Spices,Tenkasi,722,173.28
OD1379,Sheeba,Oil & Masala,Edible Oil & Ghee,Madurai,2472,593.28
OD1380,Aditi,Bakery,Biscuits,Cumbum,1253,488.67
OD1381,Vinne,"Eggs, Meat & Fish",Eggs,Tenkasi,2474,692.72
OD1382,Rumaiza,Beverages,Soft Drinks,Kanyakumari,2307,115.35
OD1383,Jonas,"Eggs, Meat & Fish",Mutton,Kanyakumari,1686,236.04
OD1384,Ravi,Beverages,Health Drinks,Pudukottai,867,286.11
OD1385,Rumaiza,Fruits & Veggies,Organic Fruits,Perambalur,1001,220.22
OD1386,Jonas,"Eggs, Meat & Fish",Eggs,Dharmapuri,1896,701.52
OD1387,James,Beverages,Health Drinks,Tirunelveli,1400,378
OD1388,Yadav,Beverages,Health Drinks,Perambalur,555,94.35
OD1389,Peer,"Eggs, Meat & Fish",Mutton,Pudukottai,567,164.43
OD1390,Arutra,Bakery,Biscuits,Coimbatore,1764,740.88
OD1391,Amrish,Snacks,Cookies,Virudhunagar,2368,568.32
OD1392,Veronica,Fruits & Veggies,Organic Fruits,Madurai,1991,796.4
OD1393,Alan,Oil & Masala,Edible Oil & Ghee,Coimbatore,1439,316.58
OD1394,Suresh,Snacks,Chocolates,Perambalur,1579,663.18
OD1395,Krithika,Snacks,Chocolates,Chennai,568,39.76
OD1396,Hafiz,Food Grains,Rice,Cumbum,924,101.64
OD1397,Sudeep,Bakery,Biscuits,Madurai,668,133.6
OD1398,Hussain,Beverages,Health Drinks,Pudukottai,1188,154.44
OD1399,Jonas,Bakery,Breads & Buns,Karur,2181,283.53
OD1400,Adavan,Fruits & Veggies,Organic Fruits,Viluppuram,1946,252.98
OD1401,Peer,Food Grains,Atta & Flour,Coimbatore,1707,238.98
OD1402,Roshan,"Eggs, Meat & Fish",Eggs,Pudukottai,1473,559.74
OD1403,Sheeba,Beverages,Health Drinks,Chennai,1313,144.43
OD1404,James,"Eggs, Meat & Fish",Eggs,Chennai,1671,133.68
OD1405,Arvind,"Eggs, Meat & Fish",Eggs,Karur,2468,518.28
OD1406,Ram,"Eggs, Meat & Fish",Fish,Salem,1514,121.12
OD1407,Muneer,Snacks,Cookies,Virudhunagar,1628,113.96
OD1408,Sharon,Bakery,Biscuits,Madurai,1078,301.84
OD1409,Yadav,Snacks,Noodles,Perambalur,1811,796.84
OD1410,Yusuf,Snacks,Noodles,Cumbum,1371,466.14
OD1411,Yusuf,Beverages,Soft Drinks,Namakkal,1603,705.32
OD1412,Hussain,Bakery,Breads & Buns,Ooty,2272,590.72
OD1413,Peer,Fruits & Veggies,Organic Vegetables,Kanyakumari,2500,1025
OD1414,Veena,Fruits & Veggies,Fresh Fruits,Tenkasi,2404,312.52
OD1415,Sheeba,Oil & Masala,Spices,Namakkal,1426,171.12
OD1416,Vince,Food Grains,Rice,Dharmapuri,520,36.4
OD1417,Sharon,Food Grains,Organic Staples,Karur,613,85.82
OD1418,Vinne,Snacks,Noodles,Madurai,1972,847.96
OD1419,Harish,Fruits & Veggies,Fresh Fruits,Bodi,1200,360
OD1420,Akash,Snacks,Noodles,Vellore,1007,130.91
OD1421,Sharon,Beverages,Soft Drinks,Vellore,834,166.8
OD1422,Alan,Oil & Masala,Spices,Pudukottai,1075,408.5
OD1423,Akash,Food Grains,Organic Staples,Bodi,1445,317.9
OD1424,Roshan,Oil & Masala,Spices,Ooty,2285,822.6
OD1425,Akash,"Eggs, Meat & Fish",Eggs,Dindigul,1266,164.58
OD1426,Sheeba,Beverages,Health Drinks,Ramanadhapuram,1881,695.97
OD1427,Mathew,Beverages,Soft Drinks,Namakkal,1786,392.92
OD1428,Peer,Fruits & Veggies,Fresh Vegetables,Ooty,593,213.48
OD1429,Jackson,Fruits & Veggies,Organic Vegetables,Karur,1658,149.22
OD1430,Sabeela,Fruits & Veggies,Organic Vegetables,Vellore,2412,337.68
OD1431,Alan,Bakery,Biscuits,Vellore,1374,357.24
OD1432,Roshan,Snacks,Chocolates,Tirunelveli,1723,430.75
OD1433,Vinne,Bakery,Cakes,Virudhunagar,1724,241.36
OD1434,Suresh,"Eggs, Meat & Fish",Eggs,Namakkal,1207,458.66
OD1435,Vidya,Food Grains,Atta & Flour,Krishnagiri,2178,958.32
OD1436,Amrish,Bakery,Breads & Buns,Salem,918,91.8
OD1437,Sheeba,Bakery,Breads & Buns,Bodi,1840,570.4
OD1438,Vidya,Fruits & Veggies,Fresh Vegetables,Dharmapuri,2294,940.54
OD1439,Esther,Bakery,Breads & Buns,Madurai,1370,438.4
